貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2018-03-09 02:19:54+00:00,136845026417486_1263255723776405,"今天來開平餐飲學校學怎麼煎牛排，用英文學，希望最後有熟。

#創新實驗教育
臺北市教育局
KPCS 開平餐飲學校

---
台北市創新實驗教育4分鐘紀錄片
https://goo.gl/NfvbWT",柯文哲 was live.,6313,181
2018-03-08 09:00:00+00:00,136845026417486_1262597930508851,"【二備金不等於市長小金庫】

目前的政府預算制度，大概在5、6月時就編列預算了，如果議會準時通過，理論上隔年的1月1日就可以開始執行。

但是如果在6月之後突然有一個政策想執行，在目前的預算制度下，要等明年再編預算，最快要等到後年的1月1日以後才能執行。

所以第二預備金的目的，在於如果政府有臨時業務，不用再等一年半的時間，可先用第二預備金來支應來提高施政效率。另外，極端氣候跟新興傳染疾病的威脅，也需要二備金來應急。

過去一年來，我們利用二備金增加老人共餐據點，擴大敬老卡使用範圍（可搭捷運、騎Youbike），整修北投中心新村，補助免費接種兒童輪狀病毒疫苗、老人肺炎鏈球菌疫苗，辦理購物塑膠袋與專用垃圾袋兩袋合一，建置台北車站智慧化系統，增購動態智慧型公車站牌，設立幹線公車⋯等等。

也許動支上還有可以改進的地方，但這些成果，代表我們很謹慎的使用每一筆人民的血汗錢。

第二預備金不應該像過去一樣，被認為是市長個人的小金庫，即使沒有議會的事前監管，也要自我要求謹慎使用。使用二備金的態度，正是建立新的政治文化的開始。

#建立全新政治文化
#進步價值光榮城市

---
106年度二備金動支數額明細表
https://tinyurl.com/ybdzy98r",,21387,442
2018-03-06 11:55:36+00:00,136845026417486_1260825347352776,"不同個性、不同能力的孩子，卻接受同樣一套教育，考同一張考卷，這並不合理。因此，「實驗教育」是柯P新政當中很重要的一環。

寶藏巖的「台北影視音實驗學校」是我上任後第一個推動的實驗教育項目，我最近走了一趟，發現學生們都有很高的學習熱忱，不論拍片還是繪圖，表現完全不像是只有15歲左右的孩子。

坦白說，創新求變、多元開放，這是台灣唯一的出路，因為這個世界瞬息萬變，不會變的東西只有化石而已。台灣是一個小國，沒有資源，只有人才，所以我們應該教孩子未來需要的東西，讓他們具備創新和自我學習的能力，而不是訓練他們成為一模一樣的產品。

過去三年，我們已經為台北的實驗教育打下基礎，研考會的民調顯示，有7成的市民支持，未來，我們會在四個原則之下繼續推動實驗教育：

☑️水平擴充交流：鼓勵一般學校釋出空間給實驗教育使用，降低租金。
☑️垂直上下整合：開闢從幼稚園到高中的「實驗教育一條龍」。
☑️民間先行：鼓勵民間發展創新的實驗課程。
☑️資通訊：讓大數據和AI等科技應用於實驗教育。

我們要讓上學變成是一種享受，讓孩子從更多元的實驗教育課程中，學到未來需要的東西，這就是一種進步價值。

#創新實驗教育
#進步價值光榮城市
臺北市教育局",,13848,1720
2018-03-05 11:00:00+00:00,136845026417486_1259930147442296,"今年的台北燈節落幕了，雖然資源有限，但市府同仁和策展單位都拼了，每一盞燈、每一座裝置藝術，我們都用最大的誠意，希望能讓大家都感受到滿滿的幸福。

讓我們用三分鐘，回味這九天的幸福，看見西區最美的一刻。

台北旅遊網-2018臺北燈節
智慧臺北 幸福生活",,13949,448
2018-03-04 11:58:40+00:00,136845026417486_1259131887522122,"今晚，台北燈節就要告一段落，榮耀歸於所有辛苦的無名英雄們。

很多公務員為了彩排昨晚的燈節大遊行，拼到凌晨三點；為了環境整潔，環保局同仁們守在每一個垃圾桶前，協助民眾分類；負責交通與治安的警察，也相當辛苦，堅守崗位直到燈節熄燈的最後一刻。

感謝再感謝，除了感謝還是感謝，你們的努力，成就了這座光榮城市。

台北旅遊網-2018臺北燈節",柯文哲 added 4 new photos.,24011,154
2018-03-04 04:32:20+00:00,136845026417486_1258854180883226,"過去公園裡的遊戲場，我們以為把跟罐頭一樣千篇一律的遊具擺上去就可以了，事實上玩這些遊具身體不會更健康，但頭腦會更簡單。

現在我們要把「共融式遊具」引進公園，我們讓當地居民與專家一起討論，接著找台灣本土的設計團隊來設計，讓每一座遊具都有獨特的主題與在地特色。

共融式遊具最重要的目標，就是讓0到99歲都可以玩在一起，這一次全新啟用、佔地兩千坪的花博公園舞蝶共融遊戲場，我們還裝了台灣第一座「輪椅鞦韆」，讓身障朋友也可享受盪鞦韆的快樂。

起初我也不懂什麼是共融式遊具，在議員質詢之後，我找了社會局許立民局長一起研究，從中我也學到一課：「設計是要花錢的」，台灣有很多優秀的設計人才，我們應該要用公共工程來培養台灣的設計能量，給他們更多舞台發揮。

目前我們已經蓋好17處共融式遊戲場，明年底前要達到31處，每區至少都要有一座。

大家不用再羨慕國外有這麼多好玩的遊具可玩，從現在開始，台北市的公園遊具會更有創意。

#進步價值光榮城市
#共融式遊戲場
#全台首座輪椅鞦韆
工務話台北

---
花博公園舞蝶共融遊戲場
https://www.travel.taipei/zh-tw/featured/details/13758",,40822,4067
2018-03-03 11:30:08+00:00,136845026417486_1258281140940530,"今天晚上七點半，搭捷運來北門廣場，打開你的手機燈光，帶著你的小提燈，跟我一起在中華路點亮一隻超大的幸福小狗，一起幸福夠夠！
　
#無法來現場就看我的直播
#愛你愛妳幸福點燈
台北旅遊網-2018臺北燈節",柯文哲 was live — at 北門廣場.,9528,312
2018-03-02 10:15:36+00:00,136845026417486_1257206147714696,"【用燈節拉近世代距離】
　
如果說世大運成功提升了台北人的光榮感，那麼在西區舉辦台北燈節的成功之處，就是拉近了世代間的距離。
　
不管是幾零年代，西門町一直是每個台北人年輕時的共同記憶。雖然以前年輕當醫師時沒去過幾次，但當市長後，常常在這裡被年輕人的創意嚇一跳。無論是潮文化還是宅文化，只要給他們自由揮灑的空間，都能端出很驚艷的成果。
　
今年的燈節團隊在傳統的節慶中，加入很多現代的巧思，把每個世代串連在一起。年輕人在掛滿紅白顏色傳統花燈的「登龍街」上，拿起手機拍照打卡；長輩們則是跟年輕人一起在中華路上賞燈，回味當年在西門町與中華商場的年輕歲月。
　
不同世代，都能在這裡尋找屬於他們的幸福。
　
尤其現代科技當道，常常看到面對面的兩個人，只顧著滑手機卻不肯抬頭交談。如果可以用一個節慶活動化解冷漠，重新找回人與人之間的溫度，這就是我們辦燈節的最大意義。
　
明天，我們還有驚喜要送給大家，除了精彩的封街的大遊行，遊行結束後，我們也要邀請市民朋友，跟我一起在中華路上打開燈光，用燈海點亮一隻超大型的幸福小狗，一起留下今年燈會最美的畫面。
　
祝大家元宵節快樂，吃完湯圓，把握燈節最後兩天，大家一起到西門、北門，一起幸福夠夠！
　
台北旅遊網-2018臺北燈節
https://2018.lanternfestival.taipei/

---
「幸福GOGO 狗然厲害」踩街大遊行
時間：3/3（六）PM 5:20
地點：中華路一段、武昌街口出發，往西門主展演區前進

「愛你愛妳 幸福點燈」
時間：3/3（六）PM 7:30
地點：北門廣場旁中華路上

#明晚點燈活動會在臉書上全程直播
#請務必搭乘大眾運輸前往現場
交通管制資訊 https://goo.gl/xQZ261",柯文哲 added 4 new photos.,8506,116
2018-03-01 09:43:11+00:00,136845026417486_1256313571137287,"決定政策有三個要素：民意、專業、價值。進入網路時代之後，讓直接民主變成可能，iVoting就是表達民意最簡單的方法。只要有手機或電腦，網路，再加上電子郵件帳號，你就可以對政策表達你的看法。

iVoting真的很簡單，真的很簡單，真的很簡單，但幕僚說現在就算講三次，大家也不會有感覺，所以我又在市長室開了一堂「iVoting小教室」，教大家怎麼輕鬆iVoting。

3月12日前，不管你是否支持動物園增加不對外開放的時間、讓熊讚Bravo和他的朋友們可以睡到自然醒，你都可以上來投一票，投票後還有千項大獎可以抽，家裡有缺東西的都可以來抽，不拿白不拿！

#請小編不要幫我亂取電子郵件帳號
#iVoting真的很簡單

---
趕快上來投一票！
https://ivoting.taipei/",,17490,607
2018-02-28 07:45:11+00:00,136845026417486_1255447907890520,"蔡總統、賴院長、二二八受難者與家屬、各位來賓、媒體朋友，大家好。

1947年發生的二二八事件至今已經71年，二二八事件對受難者家族造成的衝擊和傷慟不言而喻，因此面對這段傷痛的歷史，我個人特別有感觸。今日出席這場紀念儀式，除與在場各位家屬及來賓共同追悼二二八事件，也期望這個事件對台灣社會造成的傷痕能夠獲得解決。

我最近與兩位諾貝爾和平獎得主談話，領導波蘭團結工聯推翻共黨政府的華勒沙，以及協助突尼西亞在茉莉花革命之後成功轉型成民主國家的梅沙悟德・荷穆達尼，我問兩位先生關於轉型正義的問題，如何化解內部衝突，讓國家走向民主自由之路？兩位的答案竟然相同，那就是「和平對話」。

以二二八事件為例，71年過去了，當年的加害者和受害者多已過世，而受害者的後代心中有傷痛，加害者的後代心中也有陰影，但因為缺乏和平對話機制，轉型正義遲遲未能落實，導致長期以來國人無法坦然面對歷史，共同迎向未來。

我相信面對問題是解決問題的第一步，最近，「促進轉型正義條例」立法通過，將威權統治時期，違反民主自由憲政秩序之行為，以該條例處理。對於二二八的受難者家屬而言，揭露事件之真相應屬當務之急，個人期望所有相關資料盡速完全公開，然後動員政府機關、學術單位以及民間團體進行研究調查，使二二八事件可以公開透明，讓受難者家屬信服，也讓社會大眾瞭解，成為臺灣深刻的歷史教訓。能共同面對歷史真相和平對話，才能避免未來再發生同樣的錯誤，也才能處理現在的共同問題，走向彼此共同的未來。

我們只有一個臺灣，臺灣是我們唯一的家，家人雖偶有意見不合、吵吵鬧鬧，但面臨困難、遇到挑戰，也總能互相扶持、共渡難關。所以，讓我們保持著正面的態度，奮發的精神，發揮臺灣人的特質與優勢，我相信唯有團結的臺灣，大家共同努力面對挑戰，我們才有希望與未來。

最後，敬祝在座各位貴賓身體健康，闔家平安！",,14016,173
